0.12,0.0,0.13,0.43,0.1,0.06,0.0,0.0,0.0,0.0,0.4,0.0,0.01,0.0,80.0,0.0,20.0,0.0,17.0,0.64,0.01,1.25,1.49,4.8,7.0,0.0,0.0,0.0,1.17277524305517,397.68,0.13574144000000002,0.65,23.31,2.53,0.41,1.69,0.77,0.5,51.72,0.31,1,0,520450176,10312,305888,8124,30,35390,6394,0,0,0,26.4,6314.6,0.0,2946.0,2.69,24.12,41.61,0.07136932521649827,1.4592,big_data
0.27,0.0,0.13,0.17,0.09,0.07,0.0,0.0,0.0,1.2,1.4,0.0,0.01,0.0,0.0,4.0,4.0,4.83,20.86,1.68,0.03,42794.22,35.63,946.0,514.0,1.4,0.0,0.0,1.1804604763411617,1055.56,0.3602978133333333,0.857,23.95,2.61,0.21,1.89,0.51,0.44,39.74,0.68,0,0,520205952,11140,526968,981,30,36343,6397,0,0,0,22.4,6314.8,1.0,2946.0,2.48,23.72,41.38,0.07149066034947431,1.5872000000000002,big_data
0.77,0.0,0.25,0.26,0.11,0.08,0.0,0.0,0.0,1.0,74.0,0.0,18.44,0.0,11.48,4.0,255.16,0.0,55.13,10.64,4.03,1.37,1.07,4.6,6.6,0.0,0.0,0.0,1.1844160665200312,2642.42,0.9019460266666666,0.893,27.19,3.3,0.47,1.59,0.34,0.3,31.3,1.03,0,0,519804640,11404,771060,4556,18913,38770,13537,0,1,11,60.8,14542.8,38.0,3068.0,2.36,23.34,41.17,0.07151492737606951,1.5872000000000002,big_data
3.21,0.0,0.25,0.08,0.1,0.08,0.0,0.0,33.04666666666666,0.2,16.0,0.0,3.92,0.0,23.08,4.0,250.9,0.0,39.54,4.4,0.86,1.52,2.86,12.4,16.6,0.0,0.0,0.0,1.2184491546489804,5926.18,2.0228027733333334,1.21,20.36,1.54,0.25,1.2,0.27,0.33,29.02,1.26,1,0,518991936,11464,787800,2261,4338,45893,36044,0,3,2,104.2,36236.4,6.0,3331.0,2.49,23.02,40.97,0.07445123759408934,1.5872000000000002,big_data
5.27,0.0,0.45,0.29,0.13,0.09,0.0,0.0,41.12000000000001,0.4,264.6,0.0,61.01,0.0,11.15,4.0,236.12,52.0,74.93,37.12,19.47,3.05,5.1,24.0,27.0,0.0,0.0,0.0,1.3705047100297256,10467.24,3.5728179200000003,1.12,21.46,1.88,0.34,1.33,0.24,0.27,25.69,1.47,3,0,516975296,11608,811692,1629,62180,62368,74009,0,6,2,273.4,74246.6,16.0,3947.0,3.17,22.82,40.81,0.08083346558862828,1.5872000000000002,big_data
5.73,0.0,0.52,0.0,0.11,0.09,0.0,0.0,32.33,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,5.46,8.76,42.8,47.2,0.0,0.0,0.0,1.7566611452430616,11013.04,3.7591176533333335,1.105,22.73,2.05,0.32,1.37,0.26,0.29,26.38,1.69,0,0,514291296,11772,829488,0,23,62946,74580,0,7,7,379.4,74204.6,8.0,4742.0,3.56,22.57,40.63,0.098548395003128,1.7408,big_data
7.28,0.0,1.36,2.92,0.19,0.12,0.0,0.0,38.0375,6.8,130.4,0.03,32.54,0.0,7.52,4.0,255.55,55.85,100.34,32.8,14.86,230306.18,247.72,6818.8,3617.4,7.55,0.0,0.0,2.2596390404543447,16213.48,5.534201173333334,1.018,25.39,2.64,0.37,1.36,0.3,0.31,29.58,1.8,13,0,510222304,12064,2018384,28,38808,173892,276125,0,9,3,304.4,275492.2,10.0,5201.0,6.16,22.8,40.6,0.1150742401144627,1.8944,big_data
0.58,0.0,0.07,10.35,0.11,0.1,0.0,0.0,0.0,1.0,506.4,0.0,126.59,0.0,2.13,4.0,255.99,59.2,133.83,100.16,68.23,1.13,3.72,11.0,12.4,0.0,0.0,0.0,2.7994068813545483,802.9399999999998,0.2740701866666666,0.613,22.26,3.29,0.15,1.18,0.86,0.53,51.99,0.24,13,0,510122944,12152,2018508,4,129498,38040,11130,0,1,1,17.8,10725.4,2.0,5183.0,6.79,22.65,40.46,0.12621280532166185,2.048,big_data
15.3,0.0,1.08,8.51,0.18,0.08,0.0,0.0,32.15000000000001,153.0,266.8,33.51,65.66,0.0,6.45,224.29,252.01,190.5,151.86,77.76,83.14,35.03,14.52,64.0,76.2,0.0,0.0,0.0,2.8119856126306537,25086.56,8.562879146666667,1.224,29.67,2.1,0.2,1.19,0.3,0.37,31.02,1.24,36,0,504558080,12552,3436868,48292,62008,67825,112025,0,16,8,51.2,112632.6,4.0,5314.0,13.93,23.87,40.76,0.12577599884294818,2.0736,big_data
0.9,0.0,0.18,18.22,0.12,0.08,0.0,0.0,0.0,408.0,0.6,100.58,0.08,0.0,97.14,252.44,140.0,596.33,717.67,100.0,252.94,0.63,7.34,6.4,8.0,0.0,0.0,0.0,3.5983185746803787,1741.2400000000002,0.5943432533333335,0.7659999999999999,28.26,2.95,0.3,1.05,0.53,0.41,38.72,0.33,36,0,503919168,12568,3964556,105770,94,41704,19036,0,1,0,12.0,18419.6,2.0,5314.0,16.02,24.13,40.76,0.12895497932692004,2.0992,big_data
0.4,0.0,0.14,23.02,0.11,0.1,0.0,0.0,0.0,438.4,3.0,109.42,0.09,0.0,85.71,255.58,31.73,590.82,97.27,100.0,252.62,0.83,7.38,9.2,13.6,0.0,0.0,0.0,3.6201550702049015,1581.16,0.5397026133333334,0.772,29.74,2.98,0.17,0.73,0.54,0.42,38.26,0.52,36,0,503194528,12576,4519732,111215,102,36784,9024,0,0,0,21.0,9092.2,2.0,5301.0,18.02,24.41,40.76,0.12895497932692004,2.0992,big_data
0.58,0.0,0.13,23.61,0.12,0.08,0.0,0.0,0.0,438.2,0.4,109.16,0.01,0.0,96.36,255.08,26.0,569.18,0.5,100.0,252.71,0.66,7.24,6.6,8.4,0.0,0.0,0.0,3.6586365860853225,1679.1,0.5731328,0.895,29.88,2.32,0.14,0.66,0.45,0.4,34.74,0.97,37,0,502157088,12592,5084932,112786,60,36836,9097,0,1,1,14.4,9150.6,3.0,5301.0,19.46,24.61,40.73,0.12863950798118234,2.0992,big_data
0.48,0.0,0.16,23.96,0.11,0.09,0.0,0.0,0.0,420.4,3.2,104.76,0.14,0.0,88.81,255.16,46.25,593.47,492.12,100.0,252.72,0.63,7.14,6.4,8.0,0.0,0.0,0.0,3.750566715820265,1561.78,0.5330875733333333,0.847,26.61,2.29,0.15,0.73,0.47,0.4,35.24,0.86,37,0,500949632,12604,5618280,106990,129,36566,8623,0,1,0,15.8,8529.0,3.0,5298.0,21.1,24.86,40.73,0.12863950798118234,2.0992,big_data
0.69,0.0,0.2,24.03,0.12,0.08,0.0,0.0,0.0,426.6,7.4,106.49,0.11,0.0,71.97,255.62,15.03,597.58,132.76,100.0,252.79,0.66,7.24,6.6,8.4,0.0,0.0,0.0,3.8716212714610383,1786.98,0.60995584,0.9440000000000001,30.45,2.07,0.11,0.48,0.41,0.39,33.28,0.84,37,0,500200128,12612,6168080,109608,155,37006,9736,0,1,0,15.8,9739.0,3.0,5298.0,22.54,25.1,40.72,0.12856670690139674,2.0736,big_data
0.72,0.0,0.16,24.61,0.11,0.09,0.0,0.0,0.0,421.2,1.2,105.05,0.14,0.0,87.5,255.39,123.33,585.28,733.67,100.0,252.7,0.66,7.04,6.6,8.4,0.0,0.0,0.0,3.9114440637505874,1899.66,0.6484172799999999,1.046,30.83,2.2,0.14,0.53,0.39,0.41,35.4,0.6,34,0,499676448,12620,6703832,107170,258,37057,9785,0,1,4,20.0,10137.8,8.0,5300.0,23.86,25.33,40.71,0.12856670690139674,2.0736,big_data
1.02,0.0,0.19,17.08,0.11,0.09,0.0,0.0,0.0,494.4,1.0,121.74,0.25,0.0,0.0,252.14,256.0,482.06,929.2,100.0,216.58,0.63,7.34,6.4,8.0,0.0,0.0,0.0,3.8895939204163614,2378.92,0.8120046933333334,0.968,29.74,2.43,0.19,0.68,0.39,0.38,32.74,0.33,8,0,499276512,12664,7270964,112721,422,37733,10927,0,1,0,12.6,10549.4,2.0,5306.0,24.99,25.54,40.69,0.12859097392799196,2.0736,big_data
0.66,0.0,0.15,21.58,0.1,0.09,0.0,0.0,0.0,464.4,4.6,114.31,1.11,0.0,41.03,252.04,247.83,402.65,1138.3,100.0,212.62,0.66,7.04,6.6,8.4,0.0,0.0,0.0,3.873315116287489,1680.42,0.57358336,0.867,30.89,2.36,0.13,1.23,0.44,0.38,32.74,0.55,38,0,498256768,12676,7911628,128365,1041,36729,9018,0,1,0,21.0,9008.8,3.0,5298.0,26.19,25.78,40.69,0.1287608431141584,2.0736,big_data
0.5,0.0,0.1,27.07,0.1,0.08,0.0,0.0,0.0,409.2,1.0,101.75,0.25,0.0,0.0,254.63,256.0,610.94,1424.8,100.0,252.73,0.66,7.24,6.6,8.4,0.0,0.0,0.0,3.9489224656178505,1247.62,0.4258542933333334,0.948,33.19,2.26,0.08,1.07,0.47,0.45,38.66,0.5,37,0,497415872,12684,8434784,104515,208,36562,8792,0,0,3,14.4,8835.8,2.0,5287.0,27.38,26.03,40.69,0.12856670690139674,2.0736,big_data
0.61,0.0,0.14,26.4,0.1,0.09,0.0,0.0,0.0,437.0,0.6,108.87,0.15,0.0,0.0,255.1,256.0,580.8,1463.67,100.08,252.81,0.63,7.14,6.4,8.0,0.0,0.0,0.0,4.002851027446922,1707.4599999999996,0.5828130133333334,0.87,31.87,2.43,0.15,1.36,0.41,0.36,30.22,0.21,38,0,496828832,12692,8996252,112283,208,36616,8681,0,1,0,15.6,8651.4,3.0,5273.0,28.23,26.23,40.68,0.12827550258225429,2.0736,big_data
0.63,0.0,0.15,25.88,0.11,0.07,0.0,0.0,0.0,448.2,0.8,111.57,0.2,0.0,0.0,254.9,256.0,563.26,1384.0,100.0,252.61,0.66,7.24,6.6,8.4,0.0,0.0,0.0,4.0109108172880905,1578.56,0.5388151466666666,0.887,32.59,2.44,0.12,1.21,0.44,0.39,33.24,0.19,38,0,496230080,12700,9573732,114890,208,36660,8763,0,1,2,15.8,8748.0,3.0,5273.0,29.17,26.46,40.67,0.12796003123651664,2.0736,big_data
0.66,0.0,0.14,25.12,0.1,0.1,0.0,0.0,0.0,453.0,0.8,112.93,0.2,0.0,0.0,255.28,256.0,547.27,1445.5,100.0,252.83,0.66,7.04,6.6,8.4,0.0,0.0,0.0,4.017533037840561,1582.02,0.5399961600000001,0.904,35.22,2.41,0.08,1.1,0.43,0.39,32.02,0.51,38,0,495292896,12708,10148088,114883,238,36436,8353,0,1,0,19.6,8404.2,2.0,5248.0,29.96,26.67,40.66,0.12796003123651664,2.0736,big_data
0.5,0.0,0.11,26.76,0.11,0.08,0.0,0.0,0.0,404.4,0.8,100.92,0.2,0.0,0.0,255.55,256.0,612.43,1314.0,100.0,252.72,0.63,7.34,6.4,8.0,0.0,0.0,0.0,4.081517002574016,1349.1799999999996,0.4605201066666666,0.924,32.88,2.24,0.08,1.03,0.48,0.44,36.71,0.42,38,0,494457088,12716,10667176,103511,213,36275,8045,0,0,0,12.0,7989.8,3.0,5247.0,30.92,26.92,40.67,0.1273290885450413,2.0736,big_data
0.77,0.0,0.2,24.7,0.11,0.09,0.0,0.0,0.0,441.2,0.6,109.76,0.15,0.0,0.0,254.76,256.0,586.24,1359.33,100.0,252.88,0.66,7.04,6.6,8.4,0.0,0.0,0.0,4.141054055979297,1935.16,0.6605346133333333,0.853,31.74,2.13,0.1,0.98,0.4,0.34,27.09,0.36,37,0,493592160,12724,11218200,109907,211,36656,8826,0,1,2,21.0,8898.2,3.0,5247.0,31.49,27.11,40.66,0.1273290885450413,2.0736,big_data
0.48,0.0,0.12,25.02,0.11,0.09,0.0,0.0,0.0,412.4,1.0,100.45,0.25,0.0,0.0,249.43,256.0,603.74,1427.8,100.0,252.99,0.66,7.24,6.6,8.4,0.0,0.0,0.0,4.202957487944719,1517.7,0.5180416,0.8340000000000001,31.41,2.38,0.12,1.05,0.48,0.4,33.79,0.55,38,0,492608320,12740,11748228,105576,208,36564,8765,0,0,1,13.8,8767.0,4.0,5252.0,32.01,27.29,40.64,0.1273290885450413,2.0736,big_data
0.55,0.0,0.16,28.54,0.11,0.09,0.0,0.0,0.0,428.0,0.8,105.94,0.2,0.0,0.0,253.46,256.0,600.61,1246.5,100.0,252.55,0.63,7.14,6.4,8.0,0.0,0.0,0.0,4.288805243822101,1330.38,0.45410304,0.83,32.18,2.02,0.07,0.77,0.46,0.38,31.36,0.46,38,0,491839744,12752,12288856,108182,214,36411,8284,0,1,0,16.4,8227.2,3.0,5247.0,32.49,27.47,40.63,0.1273290885450413,2.0736,big_data
0.51,0.0,0.15,28.45,0.11,0.08,0.0,0.0,0.0,439.0,0.8,108.87,0.2,0.0,0.0,253.94,256.0,563.12,1449.75,100.0,252.72,0.66,7.24,6.6,8.4,0.0,0.0,0.0,4.33123780061149,1500.04,0.5120136533333333,0.848,32.47,2.35,0.07,0.85,0.47,0.4,32.29,0.18,38,0,491309536,12760,12844996,110874,208,36263,8012,0,1,0,15.8,8051.0,4.0,5247.0,32.93,27.64,40.61,0.1273290885450413,2.0736,big_data
0.46,0.0,0.15,27.92,0.09,0.08,0.0,0.0,0.0,441.8,0.6,109.78,0.15,0.0,0.0,254.46,256.0,570.01,1456.33,100.08,253.06,0.66,7.04,6.6,8.4,0.0,0.0,0.0,4.327346658422885,1473.36,0.5029068800000001,0.748,33.74,2.58,0.08,1.05,0.49,0.37,29.77,0.16,38,0,490709184,12768,13407120,112302,208,36132,7698,0,0,0,19.0,7713.2,3.0,5252.0,33.42,27.83,40.6,0.1273290885450413,2.0736,big_data
0.47,0.0,0.13,27.32,0.12,0.09,0.0,0.0,0.0,474.0,0.8,118.15,0.2,0.0,0.0,255.25,256.0,534.41,1399.0,100.0,252.69,0.63,7.34,6.4,8.0,0.0,0.0,0.0,4.330735106287436,1353.02,0.4618308266666667,0.9,36.8,2.62,0.08,1.07,0.48,0.44,35.58,0.17,38,0,490125376,12776,14019496,121928,237,36173,7744,0,0,0,11.0,7689.6,2.0,5247.0,34.03,28.05,40.61,0.1273290885450413,2.0736,big_data
0.43,0.0,0.15,27.69,0.1,0.08,0.0,0.0,0.0,421.2,0.8,104.86,0.2,0.0,0.0,254.93,256.0,592.88,1449.75,100.0,252.67,0.66,7.04,6.6,8.4,0.0,0.0,0.0,4.327798552566377,1404.84,0.47951872,0.915,35.83,2.44,0.07,1.05,0.45,0.41,33.57,0.49,38,0,489376032,12784,14557144,107082,214,36087,7626,0,0,0,21.0,7614.8,2.0,5247.0,34.34,28.22,40.59,0.1273290885450413,2.0736,big_data
0.74,0.0,0.18,24.38,0.11,0.08,0.0,0.0,0.0,444.6,1.4,109.9,0.35,0.0,0.0,253.12,256.0,574.62,1073.43,100.0,252.79,0.66,7.24,6.6,8.4,0.0,0.0,0.0,4.36671755656894,1862.6,0.6357674666666666,0.7859999999999999,36.67,2.48,0.08,0.92,0.45,0.35,27.87,0.38,38,0,488646304,12792,15111096,111207,423,36709,9021,0,1,1,13.8,9049.2,4.0,5252.0,34.88,28.43,40.59,0.1273290885450413,2.0736,big_data
0.49,0.0,0.14,25.49,0.1,0.08,0.0,0.0,0.0,429.2,0.8,106.06,0.2,0.0,0.0,253.04,256.0,581.11,1158.25,100.0,252.84,0.8,7.48,9.0,13.2,0.0,0.0,0.0,4.399940116443871,1336.8,0.4562944,0.8190000000000001,31.58,2.18,0.07,0.84,0.48,0.39,32.39,0.32,38,0,487997792,12800,15661072,109474,208,36400,8401,0,1,0,16.0,8380.4,2.0,5248.0,35.13,28.59,40.58,0.1273290885450413,2.0736,big_data
0.46,0.0,0.13,22.46,0.13,0.1,0.0,0.0,0.0,446.6,0.6,110.72,0.15,0.0,0.0,253.88,256.0,572.17,1452.67,100.0,252.9,0.66,7.24,6.6,8.4,0.0,0.0,0.0,4.417844526350679,1503.36,0.5131468800000001,0.716,33.01,2.52,0.08,1.01,0.5,0.36,29.23,0.36,38,0,487153472,12808,16232388,114185,3,36238,7925,0,0,2,16.0,7899.8,3.0,5247.0,35.44,28.76,40.57,0.1273776225982317,2.0736,big_data
0.68,0.0,0.15,22.11,0.1,0.08,0.0,0.0,0.0,427.6,0.8,106.17,0.2,0.0,0.0,254.25,256.0,577.49,1459.75,100.0,252.65,0.66,7.04,6.6,8.4,0.0,0.0,0.0,4.477442236687974,1563.0,0.533504,1.101,35.05,1.94,0.05,0.73,0.41,0.45,36.94,0.56,38,0,486404192,12816,16776400,108327,208,36517,8701,0,1,0,18.6,8682.2,3.0,5252.0,35.8,28.95,40.57,0.1273290885450413,2.0736,big_data
0.4,0.0,0.12,23.14,0.11,0.1,0.0,0.0,0.0,432.4,0.6,107.38,0.15,0.0,0.0,254.3,256.0,587.32,1464.0,100.0,252.57,0.63,7.34,6.4,8.0,0.0,0.0,0.0,4.508888306666587,1279.8200000000004,0.4368452266666667,0.804,37.57,2.76,0.08,1.04,0.52,0.42,34.28,0.12,38,0,485861600,12824,17325804,109424,208,36090,7711,0,0,0,13.0,7702.6,3.0,5247.0,35.98,29.1,40.55,0.1273290885450413,2.0736,big_data
