0.12,0.0,0.13,0.4,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.61,5.0,7.4,0.0,0.0,0.0,1.1594428493988085,428.8,0.14636373333333336,0.675,25.35,2.88,0.4,1.65,0.71,0.48,49.86,0.27,1,1544,520488992,10240,334764,8211,28,35303,6224,0,0,0,27.0,6130.2,1.0,2934.0,8.55,22.29,12.08,0.07093251873778457,1.1008,big_data
0.22,0.0,0.12,0.17,0.1,0.07,0.0,0.0,0.0,0.8,1.4,0.0,0.01,0.0,0.0,4.0,4.0,0.0,0.14,0.0,0.0,20809.68,13.1,458.2,185.0,0.68,0.0,0.0,1.168025047066936,1143.12,0.39018496,0.86,26.67,3.24,0.2,1.62,0.48,0.41,38.47,0.63,1,1544,520366720,11180,419888,1011,38,35183,5607,0,0,2,25.8,5662.8,2.0,2937.0,7.95,21.94,12.02,0.07119945603033184,1.2288,big_data
0.58,0.0,0.25,0.14,0.08,0.08,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.17,0.0,0.0,0.0,21986.07,14.61,495.0,198.6,0.72,0.0,0.0,1.1751438962502605,2114.7,0.7218176,0.8590000000000001,29.05,4.08,0.46,1.63,0.38,0.32,33.12,0.69,1,1544,519921152,11560,789436,2681,34,38268,11293,0,1,0,51.4,11248.4,1.0,3056.0,7.63,21.64,11.97,0.07127225711011745,1.2288,big_data
2.65,0.0,0.23,0.18,0.09,0.07,0.0,0.0,33.800000000000004,0.0,102.8,0.0,25.64,0.0,8.87,0.0,255.41,0.0,5.7,6.08,0.58,0.82,2.03,7.0,10.8,0.0,0.0,0.0,1.189223886593677,5265.16,1.7971746133333335,1.239,20.53,1.53,0.25,1.17,0.24,0.3,26.65,1.47,0,1544,519386272,11628,816852,4162,26282,43969,37120,0,3,7,82.4,37133.2,4.0,3280.0,7.26,21.33,11.93,0.07416003327494686,1.28,big_data
4.41,0.0,0.47,0.11,0.11,0.06,0.0,0.0,39.5,0.4,253.2,0.0,57.66,0.0,6.71,4.0,233.19,0.0,5.65,13.76,1.42,3.78,5.98,29.6,33.0,0.0,0.0,0.0,1.2897263572452942,9778.3,3.337659733333333,1.044,21.32,2.13,0.36,1.44,0.28,0.29,28.44,1.68,0,1544,517375040,11780,839456,1628,59060,59123,60402,0,5,10,294.4,60431.4,8.0,3954.0,7.16,21.08,11.89,0.08017825587055774,1.3056,big_data
6.11,0.0,0.53,0.0,0.12,0.1,0.0,0.0,35.465,0.0,0.6,0.0,0.06,0.0,96.2,0.0,105.33,0.0,0.33,0.0,0.0,4.95,7.5,38.8,42.8,0.0,0.0,0.0,1.664674907846008,12117.14,4.135983786666666,1.0390000000000001,21.93,2.07,0.35,1.42,0.28,0.29,27.92,1.62,0,1544,514563584,11884,849408,0,77,65778,77238,0,7,9,296.0,77805.0,13.0,4371.0,6.91,20.79,11.85,0.09587902207765546,1.4336,big_data
6.59,0.0,1.2,0.41,0.15,0.11,0.0,0.0,37.76,0.0,92.2,0.0,22.99,0.0,10.14,0.0,255.36,0.0,5.62,5.52,0.53,230291.76,225.25,6107.6,3171.8,7.55,0.0,0.0,2.1963086541633268,15691.36,5.3559842133333335,0.98,25.54,2.91,0.42,1.42,0.29,0.28,28.71,1.52,12,1544,510829952,12100,2025952,1,25066,171893,271842,0,8,7,313.0,272862.8,11.0,5161.0,6.83,20.55,11.82,0.1061439743274272,1.5616,big_data
21.82,0.0,1.67,7.52,0.26,0.09,0.0,0.0,34.57,290.0,1019.2,66.51,253.59,0.14,1.45,234.86,254.78,74.72,6.38,74.48,10.87,53237.32,80.43,1786.0,989.6,1.74,0.0,0.0,2.6838243391929573,36013.840000000004,12.292724053333336,1.105,30.76,2.37,0.24,1.21,0.33,0.37,33.3,1.07,43,1544,502913824,13592,4181288,83603,258207,120214,233892,0,24,25,153.8,233806.4,15.0,5390.0,7.65,20.49,11.85,0.12524212425785367,1.7664,big_data
15.6,0.0,1.67,21.84,0.23,0.15,0.0,0.0,35.71333333333333,1903.6,3.4,472.25,0.77,0.05,98.27,254.04,230.82,128.95,42.47,100.0,32.0,0.51,8.49,5.0,6.4,0.0,0.0,0.0,3.763506355841845,30588.04,10.440717653333332,1.008,26.71,2.55,0.36,1.44,0.36,0.36,30.8,2.94,66,1544,496625952,16696,7712880,485522,802,86379,109476,0,18,18,11.4,108846.4,44.0,5386.0,10.72,20.91,12.03,0.1306779382151796,1.8432,big_data
6.33,0.0,1.02,28.62,0.18,0.11,0.0,0.0,0.0,1887.0,16.0,468.5,1.42,0.0,95.61,254.24,91.15,133.36,42.3,100.16,32.05,0.82,10.52,9.4,14.6,0.0,0.0,0.0,4.2987787598682665,15099.88,5.1540923733333335,1.018,33.09,2.8,0.26,0.85,0.34,0.35,27.73,4.48,69,1544,491467040,16764,11016384,484961,1498,47957,32168,0,7,7,23.0,31284.0,10.0,5372.0,16.83,22.01,12.43,0.1307022052417748,1.92,big_data
